Region	Plot_ID	ID	Case	Seedling	GPS_N	GPS_E	Elev	Bias	shape	Sub	Sub_type	Dist_surf	Wide	Decay	Depth1	Depth2	M_cv	M_th1	M_th2	M_th	L_cv	L_th1	L_th2	L_th	Herb_cv	Herb_ht	Herb_htmax	Sd_cv	Sd_ht	Sd_htmax	Sp_cv	Sp_ht	Sp_htmax	Mother	Canopy_cv
DLM	DLM04A3	62	0					6	50x50	soil	Soil	0			40	40	5	2	3	2.5	35	2	3	2.5	2b	20	30	+	5	8	0	NA	NA	1	85
DLM	DLM04A4	62	0					5	25x100	log	CWD_nonD	35	25	2	0	0.5	65	1	3.5	2.25	0	NA	NA	0	2a	30	40	+	15	20	0	NA	NA	2	80
DLM	DLM05	63	1		24.63702	121.37834		4	40x62.5	soil	Soil	0			27	21	10	1	1.5	1.25	25	1	1	1	2m	15	20	2m	20	25	2a	120	140	2	55
DLM	DLM05A1	63	0					5	50x50	soil	Soil	0			40	40	25	1.5	2	1.75	20	3	2	2.5	2b	25	30	0	NA	NA	2a	60	80	2	85
DLM	DLM05A2	63	0					5	50x50	soil	Soil	0			28	21	2	0.5	1	0.75	95	5	4	4.5	1	10	15	2a	10	30	1	60	130	2	85
DLM	DLM05A3	63	0					3	50x50	soil	Soil	0			26	40	5	1	1	1	70	3.5	5.5	4.5	3	80	100	r	2	5	2m	60	80	1	80
DLM	DLM05A4	63	0					4	40x62.5	soil	Soil	0			40	20	5	1	1	1	15	2	1	1.5	+	5	10	2a	20	40	0	NA	NA	2	75
DLM	DLM06	64	1		24.63786	121.37687		4	50x50	log	CWD_D	100	85	5	20	9	25	2	1.5	1.75	25	1.5	2	1.75	r	3	5	1	3	8	0	NA	NA	1	75
DLM	DLM06A1	64	0					4	50x50	soil	Soil	0			40	40	1	0.5	0.5	0.5	85	4	6	5	0	NA	NA	+	4	8	0	NA	NA	2	60
DLM	DLM06A2	64	0					5	40x62.5	stump	CWD_D	55	40	5	9	15	20	1	1	1	75	1	1	1	0	NA	NA	r	1	3	0	NA	NA	1	95
DLM	DLM06A3	64	0					5	50x50	soil	Soil	0			40	40	1	1	1	1	95	5	6	5.5	3	25	40	1	15	20	0	NA	NA	2	80
DLM	DLM06A4	64	0					4	50x50	soil	Soil	0			12	40	30	3	2	2.5	35	3	3.5	3.25	2b	15	30	+	5	8	0	NA	NA	1	80
DLM	DLM07	65	1		24.6374	121.37634		4	50x50	living_root	Mat	60	50		12.5	16	95	2	2.5	2.25	5	1	1	1	0	NA	NA	2b	5	15	0	NA	NA	1	70
DLM	DLM07A1	65	0					5	50x50	soil	Soil	0			40	40	0	NA	NA	0	80	7	8	7.5	3	30	50	2m	30	50	0	NA	NA	2	80
DLM	DLM07A2	65	0					3	50x50	soil	Soil	0			40	40	10	4	4	4	85	6	6	6	3	40	60	2a	15	20	0	NA	NA	2	65
DLM	DLM07A3	65	0					4	50x50	soil	Soil	0			40	40	2	2	2	2	90	3	6	4.5	0	NA	NA	2a	20	40	2m	50	60	2	65
DLM	DLM07A4	65	0					3	50x50	soil	Soil	0			40	40	3	3	2.5	2.75	95	4.5	3	3.75	0	NA	NA	+	5	6	2a	100	110	2	70
DLM	DLM08	66	1		24.63703	121.3761		4	40x62.5	log	CWD_D	50	55	6	10	22	50	2	2	2	25	4	2	3	+	3	7	+	5	8	0	NA	NA	2	80
DLM	DLM08A1	66	0					4	50x50	log	CWD_nonD	50	110	2	1	0.5	25	2	1	1.5	25	2	1	1.5	0	NA	NA	2a	20	30	2a	130	160	2	90
DLM	DLM08A2	66	0					5	50x50	soil	Soil	0			17	23	3	1	1	1	60	4	3	3.5	2a	20	30	0	NA	NA	0	NA	NA	2	90
DLM	DLM08A3	66	0					4	50x50	soil	Soil	0			16	12	1	1	1.5	1.25	80	4.5	3	3.75	4	30	50	0	NA	NA	0	NA	NA	2	90
DLM	DLM08A4	66	0					4	50x50	soil	Soil	0			12	16	10	2	3	2.5	30	3	3.5	3.25	2b	20	30	r	5	10	0	NA	NA	2	85
DLS	DLS01	67	1		24.63255	121.36749		3	50x50	log	CWD_D	125	90	6	10	26	40	2	1.5	1.75	20	1.5	1	1.25	2m	3	6	1	3	8	2a	70	90	1	70
DLS	DLS01A1	67	0					3	50x50	soil	Soil	0			17	40	15	4	2.5	3.25	60	3	6	4.5	3	30	50	r	3	5	0	NA	NA	1	85
DLS	DLS01A2	67	0					5	50x50	soil	Soil	0			40	40	5	2	0.5	1.25	50	2	1	1.5	3	40	70	0	NA	NA	0	NA	NA	1	65
DLS	DLS01A3	67	0					3	50x50	soil	Soil	0			20	40	15	2.5	2	2.25	40	4	3	3.5	4	25	40	r	1	2	0	NA	NA	1	75
DLS	DLS01A4	67	0					3	50x50	soil	Soil	0			14	26	5	3	2	2.5	65	3	3	3	2b	20	40	r	3	5	2b	100	200	2	90
DLS	DLS02	68	1		24.63204	121.36669		3	50x50	living_root	Mat	50			40	40	90	2	2	2	5	1.5	1	1.25	+	5	10	2m	15	25	0	NA	NA	1	75
DLS	DLS02A1	68	0					4	50x50	soil	Soil	0			40	40	90	5	5	5	3	3	3	3	1	6	9	0	NA	NA	0	NA	NA	2	75
DLS	DLS02A2	68	0					3	50x50	soil	Soil	0			17	40	60	2	2	2	20	3	3	3	2m	6	9	0	NA	NA	0	NA	NA	1	40
DLS	DLS02A3	68	0					3	50x50	soil	Soil	0			40	23	5	4	3.5	3.75	50	3.5	2	2.75	2a	20	30	r	3	5	2b	140	180	2	75
DLS	DLS02A4	68	0					3	50x50	soil	Soil	0			40	40	40	2	2	2	30	3.5	4	3.75	1	3	6	+	3	6	0	NA	NA	1	75
DLS	DLS03	69	1		24.6319	121.36657		5	50x50	stump	CWD_D	105	55	5	11	15	35	2	2	2	40	1.5	1	1.25	1	5	10	1	3	10	0	NA	NA	1	80
DLS	DLS03A1	69	0					5	50x50	soil	Soil	0			40	40	3	1	1	1	60	3	4	3.5	+	5	15	2a	15	20	0	NA	NA	1	80
DLS	DLS03A2	69	0					4	50x50	soil	Soil	0			40	40	0	NA	NA	0	95	6	7.5	6.75	0	NA	NA	r	3	5	0	NA	NA	1	90
DLS	DLS03A3	69	0					3	50x50	soil	Soil	0			40	40	1	1	1	1	90	2	3	2.5	r	3	5	r	3	5	0	NA	NA	2	90
DLS	DLS03A4	69	0					4	50x50	soil	Soil	0			22	40	2	1	0.5	0.75	85	4.5	7	5.75	0	NA	NA	2a	15	20	0	NA	NA	2	80
DLS	DLS04	70	1		24.6315	121.36642		4	50x50	soil	Soil	95			40	40	45	3.5	3	3.25	1	1	1	1	0	NA	NA	1	8	10	0	NA	NA	1	35
DLS	DLS04A1	70	0					4	50x50	soil	Soil	0			40	20	20	4	2	3	40	3	2.5	2.75	+	3	5	1	4	6	0	NA	NA	1	60
DLS	DLS04A2	70	0					5	50x50	soil	Soil	0			15	15	0	NA	NA	0	80	5	4	4.5	r	3	5	0	NA	NA	0	NA	NA	1	90
DLS	DLS04A3	70	0					5	50x50	soil	Soil	0			40	40	40	1	1.5	1.25	15	4	3	3.5	2a	10	20	r	3	5	2a	150	180	2	60
DLS	DLS04A4	70	0					5	50x50	soil	Soil	0			40	40	75	1	2	1.5	25	2	2	2	3	10	20	0	NA	NA	0	NA	NA	2	35
DLS	DLS05	71	1		24.63163	121.36618		3	50x50	dead root swallow	Mat	65			15	22	50	2	1.5	1.75	20	1	2.5	1.75	+	3	5	1	8	15	2a	70	120	1	75
DLS	DLS05A1	71	0					3	50x50	soil	Soil	0			40	40	5	0.5	0.5	0.5	40	4	4	4	+	3	5	2b	50	50	0	NA	NA	2	75
DLS	DLS05A2	71	0					3	50x50	soil	Soil	0			40	40	5	1	1	1	90	3	5	4	2m	3	5	0	NA	NA	0	NA	NA	1	80
DLS	DLS05A3	71	0					3	40x62.5	soil	Soil	0			40	40	25	1	1	1	60	7.5	7	7.25	2m	5	10	0	NA	NA	0	NA	NA	2	60
DLS	DLS05A4	71	0					3	50x50	soil	Soil	0			22	28	10	2	4	3	50	3	1.5	2.25	2b	30	50	0	NA	NA	+	130	150	2	75
DLS	DLS06	72	1		24.63172	121.36657		4	40x62.5	dead root swallow	Mat	35	50		10	9	70	2	2	2	20	1	1.5	1.25	r	3	5	1	5	10	1	130	140	2	85
DLS	DLS06A1	72	0					3	40x62.5	soil	Soil	0			28	40	5	3	2	2.5	70	4	2	3	+	3	6	r	3	5	2b	80	110	1	65
DLS	DLS06A2	72	0					4	50x50	soil	Soil	0			40	40	10	4	4	4	50	5	4	4.5	+	3	6	2m	20	30	3	90	130	2	80
DLS	DLS06A3	72	0					3	50x50	soil	Soil	0			40	40	3	3	3	3	40	5	6	5.5	+	3	6	1	5	15	0	NA	NA	2	90
DLS	DLS06A4	72	0					3	50x50	soil	Soil	0			40	24	2	3	1	2	80	5	4	4.5	+	3	6	+	6	8	0	NA	NA	1	80
DLS	DLS07	73	1		24.63232	121.36767		3	50x50	log	CWD_D	40	55	5	17	22	70	3	2	2.5	5	1.5	1	1.25	2a	5	10	2b	5	25	0	NA	NA	2	70
DLS	DLS07A1	73	0					5	50x50	soil	Soil	0			40	40	3	2	2	2	70	3	3.5	3.25	1	10	15	0	NA	NA	0	NA	NA	2	80
DLS	DLS07A2	73	0					3	40x62.5	living_root	Living	35	40		0	0	65	4.5	4.5	4.5	15	5	2	3.5	0	NA	NA	r	3	5	0	NA	NA	2	90
DLS	DLS07A3	73	0					4	40x62.5	living_root	Living	50	40		0.5	0.5	80	3.5	3	3.25	5	1	2	1.5	0	NA	NA	r	3	5	0	NA	NA	2	80
DLS	DLS07A4	73	0					3	40x62.5	soil	Soil	0			40	17	3	1	1	1	85	3	4	3.5	2a	20	30	2m	30	50	0	NA	NA	2	80
DLS	DLS08	74	1		24.63226	121.36789		5	40x62.5	log	CWD_halfD	90	40		4	4	90	2	2	2	5	2.5	1	1.75	1	2	3	1	3	6	2b	50	80	2	85
DLS	DLS08A1	74	0					6	50x50	dead root swallow	Mat	80			22	11	15	3.5	3	3.25	30	2	3	2.5	2a	20	30	2b	20	50	0	NA	NA	2	80
DLS	DLS08A2	74	0					5	50x50	soil	Soil	0			4	7	0	NA	NA	0	70	5	3.5	4.25	0	NA	NA	0	NA	NA	0	NA	NA	1	90
DLS	DLS08A3	74	0					5	50x50	soil	Soil	0			14	40	20	3	3	3	70	3	6	4.5	0	NA	NA	3	30	50	3	70	130	2	75
DLS	DLS08A4	74	0					6	50x50	soil	Soil	0			40	40	1	2	2	2	80	4	5	4.5	0	NA	NA	r	3	6	0	NA	NA	2	85
